row,stim_idx,edit_type,word_orig,in_ctx,in_full_prefix,d_own,d_pos2,d_foreign,d_noinj
200,58,corrupt_det,"(""Positive",False,False,26.71698461472988,10.31317901611328,1.728925704956055,3.907179832458496
201,59,corrupt,Florida,False,False,20.156250834465027,10.734374046325684,7.812499046325684,4.437500953674316
201,59,corrupt_det,Florida,False,False,16.446778178215027,8.882811546325684,2.5156240463256836,2.5625009536743164
202,59,corrupt,Indian,False,False,6.937499761581421,3.1875,1.71875,-1.3125
204,60,corrupt,military,False,False,12.968749642372131,4.3125,3.625,7.8125
206,60,corrupt_det,"""American""",True,True,46.28847909039905,4.479677200317383,22.345558166503903,7.23765754699707
207,61,corrupt,U.S.,False,False,10.718225717544556,-0.4566769599914551,0.8061943054199219,1.122354507446289
207,61,corrupt_det,African,True,True,16.46874987334013,-4.187500476837158,1.53125,2.000000476837158
208,61,corrupt,historical,False,False,18.828125059604645,8.749999523162842,13.218749523162842,10.445313453674316
209,61,corrupt,increased,False,False,6.062500476837158,2.15625,3.453125,2.218749523162842
209,61,corrupt_det,"1980s,",False,False,12.994044303894045,8.222589492797852,14.228757858276367,9.33895206451416
210,61,corrupt_det,"1980,",False,False,2.3875274658203125,0.46356201171875,1.9853973388671875,0.2430801391601562
211,61,corrupt_det,"1960's""),",False,False,3.2320480346679688,1.3257369995117188,1.1022453308105469,0.4240226745605469
213,62,corrupt_det,1970s,False,False,16.74765968322754,9.388505935668944,12.06873607635498,10.973169326782228
214,62,corrupt,"""Bellow""",False,False,19.363026782870293,-1.4806747436523438,-3.734407424926758,2.357458114624023
214,62,corrupt_det,"""Saul""",True,True,32.72264015696783,-2.032188415527344,-2.623188018798828,-0.3431816101074219
215,63,corrupt,Coca-Cola's,False,False,9.43761432170868,6.119807720184326,5.278850555419922,8.143646240234375
216,63,corrupt,highs,False,False,3.124999761581421,2.25,1.625,3.125
216,63,corrupt_det,"""In",True,True,14.890625476837158,14.062499046325684,14.343749523162842,7.78125
217,63,corrupt,profits,False,False,6.6875,8.062500238418579,-5.6875,0.19140625
218,64,corrupt,"I,",False,True,2.049560308456421,0.20396089553833,0.6439208984375,1.2479991912841797
218,64,corrupt_det,Charles,False,False,10.812499970197678,8.812500357627869,3.968749523162842,6.249999761581421
219,64,corrupt,January,False,True,2.375,-1.5703125,-0.90625,0.234375
219,64,corrupt_det,1640's,False,False,4.559905529022217,1.6634769439697266,0.4073896408081054,2.18190860748291
220,64,corrupt_det,22,False,False,3.125000238418579,0.5,0.75,0.5
222,65,corrupt,reunion.,False,False,7.787355422973633,-1.5612564086914062,-0.2870979309082031,-1.6225719451904297
222,65,corrupt_det,"""After",False,False,12.029056549072266,1.902623176574707,9.275506019592283,0.7689113616943359
223,65,corrupt_det,"""Destiny""",True,True,26.480734481476247,-4.088871002197266,-5.49652099609375,-3.241790771484375
224,66,corrupt,Japanese,True,True,11.31250023841858,14.999999836087229,-2.984375,1.4374995231628418
224,66,corrupt_det,Japanese,True,True,19.281249284744263,23.015625789761543,1.2109375,9.617187023162842
225,66,corrupt,Japan,False,True,9.75000023841858,7.8125,-0.6484375,1.75
225,66,corrupt_det,18th,False,False,9.650278091430664,7.104101181030273,3.2691917419433594,4.226466178894043
226,66,corrupt_det,China,False,False,20.19531160593033,6.6328125,0.83984375,6.875
228,67,corrupt,scientific,False,False,14.812499284744264,11.09374976158142,4.03125,4.125
229,67,corrupt,'Lithobates',False,False,2.736291885375977,8.02975082397461,1.577802658081055,-0.9159679412841796
229,67,corrupt_det,"""Its",True,True,13.406250953674316,2.4375,6.093748092651367,0.625
231,67,corrupt,mid-number,False,False,22.376832723617554,19.442959308624268,26.333157181739807,18.29654359817505
231,67,corrupt_det,"""1""",True,True,13.867438518558629,1.1757888793945312,-1.2472715377807615,1.008810043334961
234,68,corrupt_det,"""The",True,True,8.875000357627869,3.937500238418579,4.9375,9.25
