row,stim_idx,claim_idx,n_claims,is_last,has_det,error,cos_claim,cos_corrupt,cos_paraphrase,cos_corrupt_det,d_true_corrupt,d_true_para,d_para_corrupt,d_true_det
145,42,1,3,False,True,,0.6385316501388756,0.6276507888320861,0.5879701105989809,0.6362522570248892,0.010880861306789447,0.05056153953989473,-0.03968067823310528,0.0022793931139863943
146,42,2,3,True,False,,0.8551808358768094,0.8553306214130699,0.8495908708749405,,-0.00014978553626054936,0.005589965001868924,-0.005739750538129473,
147,43,0,3,False,True,,0.47771068937504835,0.4778873565602802,0.49431207095798974,0.4665376394781724,-0.0001766671852318491,-0.016601381582941388,0.01642471439770954,0.011173049896875953
148,43,1,3,False,True,,0.8153727568116244,0.7452945887339258,0.6674392823695132,0.823287614877109,0.07007816807769851,0.14793347444211113,-0.07785530636441262,-0.007914858065484642
149,43,2,3,True,False,,0.8418405222984408,0.7916598715773843,0.8392039725398291,,0.050180650721056486,0.002636549758611606,0.04754410096244488,
150,44,0,3,False,False,,0.44568104793462104,0.4299679504990879,0.4734591627316933,,0.01571309743553312,-0.027778114797072262,0.04349121223260538,
151,44,1,3,False,True,,0.7893229957342255,0.7869749984662072,0.7630943369799814,0.7893229957342255,0.002347997268018265,0.026228658754244072,-0.023880661486225807,0.0
152,44,2,3,True,True,,0.8342105978422734,0.8302412131327669,0.8260301145692148,0.8319675359225073,0.003969384709506474,0.008180483273058536,-0.004211098563552063,0.0022430619197660873
153,45,0,3,False,False,,0.468525468996599,0.46444309417956253,0.46658396971279725,,0.004082374817036494,0.001941499283801773,0.0021408755332347207,
154,45,1,3,False,True,,0.7464394310046777,0.5757320785491805,0.6035296775919747,0.7256336701994412,0.17070735245549717,0.14290975341270296,0.02779759904279422,0.02080576080523644
155,45,2,3,True,True,,0.8324607892521015,0.8014555450797702,0.7897711787540027,0.8168539713886601,0.031005244172331303,0.04268961049809883,-0.011684366325767526,0.015606817863441425
156,46,0,4,False,True,,0.5202110357869582,0.5048340603883672,0.48064646285256174,0.5221868354982248,0.015376975398590953,0.039564572934396414,-0.02418759753580546,-0.0019757997112666015
157,46,1,4,False,True,,0.4700523929418589,0.4537075888495295,0.4302859514497214,0.4703083706528702,0.016344804092329412,0.03976644149213748,-0.02342163739980807,-0.0002559777110112682
158,46,2,4,False,True,,0.5984309583263566,0.5757419503539268,0.5221388440588043,0.5571437111870868,0.022689007972429787,0.07629211426755234,-0.05360310629512255,0.04128724713926979
159,46,3,4,True,True,,0.8899762853201129,0.888989338407094,0.8834605546567005,0.8825921492359643,0.0009869469130188158,0.006515730663412378,-0.005528783750393562,0.007384136084148563
161,47,1,3,False,True,,0.8472559296427379,0.8697896298397118,0.8195121774414839,0.8355402085822774,-0.02253370019697387,0.027743752201254024,-0.050277452398227895,0.011715721060460482
162,47,2,3,True,True,,0.8677825199346906,0.866763035226942,0.8461918066727808,0.8434122740428301,0.001019484707748597,0.021590713261909755,-0.02057122855416116,0.02437024589186043
163,48,0,4,False,True,,0.507857341328186,0.51316179391104,0.5417326690990476,0.49769678523995686,-0.005304452582853947,-0.03387532777086155,0.028570875188007605,0.010160556088229189
164,48,1,4,False,True,,0.5952151154522021,0.5656096373791724,0.5801556351556382,0.5933632181803816,0.029605478073029712,0.015059480296563899,0.014545997776465813,0.0018518972718204463
165,48,2,4,False,True,,0.7761689427859069,0.7658702615966114,0.7104637608114379,0.7565047797787635,0.010298681189295444,0.06570518197446895,-0.05540650078517351,0.019664163007143354
166,48,3,4,True,True,,0.9040139118417101,0.8955816662995681,0.8991588086477744,0.883798021915786,0.008432245542141947,0.004855103193935673,0.0035771423482062747,0.020215889925924047
167,49,0,3,False,True,,0.3386415783612843,0.3346387746528081,0.35547415093246143,0.34774936344109303,0.004002803708476166,-0.01683257257117715,0.020835376279653317,-0.00910778507980875
168,49,1,3,False,True,,0.7653071337614268,0.7577771342709096,0.6972615833209299,0.7673448615922757,0.007529999490517136,0.06804555044049687,-0.060515550949979735,-0.002037727830848879
169,49,2,3,True,True,,0.8524960928750545,0.8119047942411375,0.8481554587323041,0.8511933291481856,0.04059129863391697,0.0043406341427503214,0.03625066449116665,0.001302763726868883
170,50,0,3,False,True,,0.4641941106974436,0.46084527757541677,0.4488965389937106,0.47448798606669623,0.0033488331220268286,0.01529757170373297,-0.011948738581706142,-0.010293875369252636
171,50,1,3,False,True,,0.6186880235447904,0.6037562396380859,0.5886000472423754,0.6257333898422651,0.014931783906704466,0.030087976302414998,-0.015156192395710533,-0.007045366297474764
172,50,2,3,True,True,,0.8709740376935409,0.8701415610084359,0.8686542244519738,0.8060926884743025,0.0008324766851049992,0.002319813241567048,-0.0014873365564620489,0.06488134921923838
173,51,0,4,False,False,,0.47688778454151587,0.4375528070055291,0.5264577913403096,,0.03933497753598675,-0.0495700067987937,0.08890498433478045,
174,51,1,4,False,True,,0.8293753555485078,0.766993720362026,0.8136765996332586,0.5613801205924541,0.062381635186481876,0.015698755915249274,0.0466828792712326,0.2679952349560537
