stim_idx,doc_idx,split,token_type,entropy_nats,top1_prob,topic_true,topic_foreign,foreign_stim_idx,topic_in_default_explanation,error,yn_true,yn_foreign,yn_conf,yn_torn,yn_true_noinj,yn_foreign_noinj,yn_conf_noinj,yn_torn_noinj,yn_true_swap,yn_foreign_swap,cc_true,cc_foreign,n_tok_true,n_tok_foreign,cc_true_pt,cc_foreign_pt,cc_true_swap,cc_foreign_swap,cc_true_swap_pt,cc_foreign_swap_pt,cc_true_noinj,cc_foreign_noinj,cc_true_noinj_pt,cc_foreign_noinj_pt,cc_true_corr,cc_foreign_corr
32,545,pilot,word_initial,0.4540977478027344,0.9159618020057678,Principe Amedeo-class ironclad,The One I Love (manga),132,False,,0.78125,0.875,1.1875,1.125,1.8125,2.9375,2.4375,3.5625,1.71875,1.75,-59.71068572998047,-85.85347747802734,10,8,-5.971068572998047,-10.731684684753418,-73.34781646728516,-42.48054885864258,-7.334781646728516,-5.310068607330322,-58.438758850097656,-43.883338928222656,-5.843875885009766,-5.485417366027832,-1.2719268798828125,-41.97013854980469
33,168,pilot,word_initial,2.9224278926849365,0.2237372100353241,Hurricane Lorenzo (2007),Otra Nota,133,False,,0.875,1.8125,2.0,1.75,2.5625,3.125,2.4375,3.5625,-0.1875,0.5625,-29.250106811523438,-38.81650161743164,8,4,-3.6562633514404297,-9.70412540435791,-43.85860061645508,-39.056278228759766,-5.482325077056885,-9.764069557189941,-37.92716598510742,-33.61996078491211,-4.740895748138428,-8.404990196228027,8.677059173583984,-5.196540832519531
34,152,pilot,word_piece,4.544137482298538e-05,0.9999971389770508,Weather buoy,"Papal conclave, 1769",134,False,,2.875,2.9375,2.875,3.375,2.9375,1.6875,2.4375,3.5625,2.375,2.0625,-20.914535522460938,-78.63457489013672,2,10,-10.457267761230469,-7.863457489013672,-33.01637268066406,-51.609371185302734,-16.50818634033203,-5.160937118530273,-29.90454864501953,-50.4075927734375,-14.952274322509766,-5.04075927734375,8.990013122558594,-28.22698211669922
35,228,pilot,punctuation,1.0943089723587036,0.4957204461097717,HMS Hostile (H55),Devin Townsend,135,False,,1.9375,1.375,2.875,2.25,2.3125,3.1875,2.4375,3.5625,2.125,3.1875,-37.86673355102539,-35.431488037109375,8,2,-4.733341693878174,-17.715744018554688,-64.2905502319336,-22.085262298583984,-8.0363187789917,-11.042631149291992,-43.472843170166016,-23.790359497070312,-5.434105396270752,-11.895179748535156,5.606109619140625,-11.641128540039062
36,64,pilot,word_piece,1.365152359008789,0.5475308895111084,"Saint Leonard Catholic Church (Madison, Nebraska)",Hurricane Omar (2008),136,False,,2.375,2.1875,3.5,2.0625,2.0,2.6875,2.4375,3.5625,2.125,2.0625,-64.88967895507812,-50.248477935791016,10,8,-6.4889678955078125,-6.281059741973877,-70.31484985351562,-32.285011291503906,-7.031484985351563,-4.035626411437988,-59.96528625488281,-29.502456665039062,-5.996528625488281,-3.687807083129883,-4.9243927001953125,-20.746021270751953
37,171,pilot,punctuation,2.430962324142456,0.465893030166626,First Battle of Maryang San,"Waterfall Gully, South Australia",137,False,,2.15625,2.03125,3.5,2.5625,2.4375,2.375,2.4375,3.5625,1.875,2.5625,-41.98574447631836,-58.523780822753906,6,7,-6.9976240793863935,-8.360540117536273,-64.5134506225586,-43.83570098876953,-10.752241770426432,-6.262242998395648,-41.15512466430664,-47.26185607910156,-6.8591874440511065,-6.7516937255859375,-0.8306198120117188,-11.261924743652344
38,244,pilot,word_piece,6.668844889645698e-07,1.0,"No result, Pts",Laurence Olivier,138,False,,2.3125,2.25,2.6875,3.75,2.5,3.1875,2.4375,3.5625,0.6875,2.75,-53.522064208984375,-29.366655349731445,5,3,-10.704412841796875,-9.788885116577148,-59.465965270996094,-17.689512252807617,-11.89319305419922,-5.896504084269206,-50.48260498046875,-20.747093200683594,-10.09652099609375,-6.915697733561198,-3.039459228515625,-8.619562149047852
39,51,pilot,word_initial,3.080897808074951,0.405274361371994,Grammy Award for Best Concept Music Video,Corythosaurus,139,False,,1.875,1.6875,2.8125,1.9375,2.5,2.9375,2.4375,3.5625,1.25,1.6875,-40.56802749633789,-32.19621658325195,7,4,-5.795432499476841,-8.049054145812988,-80.83716583251953,-16.459779739379883,-11.54816654750279,-4.114944934844971,-46.70840072631836,-25.331514358520508,-6.672628675188337,-6.332878589630127,6.140373229980469,-6.864702224731445
40,598,eval,word_piece,1.4529850482940674,0.5131252408027649,Europium,The Litigators,140,True,,4.0,3.0,4.0625,3.5,2.8125,3.1875,2.4375,3.5625,2.875,3.625,-14.659448623657227,-46.136932373046875,2,3,-7.329724311828613,-15.378977457682291,-30.657522201538086,-34.5391731262207,-15.328761100769043,-11.513057708740234,-21.747947692871094,-34.177345275878906,-10.873973846435547,-11.392448425292969,7.088499069213867,-11.959587097167969
41,351,eval,punctuation,2.383472442626953,0.3440355062484741,Species (film),Sclerodermatineae,141,False,,1.6875,1.1875,1.9375,2.125,2.9375,2.125,2.4375,3.5625,2.0,2.4375,-33.156761169433594,-50.073387145996094,4,8,-8.289190292358398,-6.259173393249512,-33.160247802734375,-26.576581954956055,-8.290061950683594,-3.322072744369507,-32.723995208740234,-41.299598693847656,-8.180998802185059,-5.162449836730957,-0.4327659606933594,-8.773788452148438
42,377,eval,word_initial,1.916647791862488,0.4965201914310455,Blackwyche,Norman Finkelstein,142,False,,1.9375,1.875,3.375,2.875,2.75,3.125,2.4375,3.5625,2.75,2.9375,-40.116485595703125,-35.827022552490234,3,4,-13.372161865234375,-8.956755638122559,-46.180702209472656,-16.892215728759766,-15.393567403157553,-4.223053932189941,-36.141292572021484,-19.072139739990234,-12.047097524007162,-4.768034934997559,-3.9751930236816406,-16.7548828125
43,512,eval,word_initial,0.8250468373298645,0.8883256912231445,Liu Kang,Frederick Reines,143,False,,4.21875,4.125,4.5625,4.375,2.9375,3.0625,2.4375,3.5625,2.5625,3.625,-23.614686965942383,-36.147911071777344,2,3,-11.807343482971191,-12.049303690592447,-31.860092163085938,-20.130081176757812,-15.930046081542969,-6.7100270589192705,-21.015975952148438,-24.630746841430664,-10.507987976074219,-8.210248947143555,-2.5987110137939453,-11.51716423034668
44,554,eval,word_initial,1.139962077140808,0.7733356952667236,Monty Can 't Buy Me Love,Mycena galericulata,144,False,,0.9375,1.875,3.0625,2.9375,2.0,2.6875,2.4375,3.5625,2.5,3.5,-56.82979965209961,-47.9896125793457,8,7,-7.103724956512451,-6.855658939906529,-53.3286247253418,-22.32432746887207,-6.666078090667725,-3.1891896384102956,-52.54336929321289,-27.402441024780273,-6.567921161651611,-3.9146344321114674,-4.286430358886719,-20.58717155456543
45,202,eval,word_piece,0.1209475845098495,0.9740098118782043,Truth in Numbers?,Tropical Storm Abby (1964),145,False,,2.375,2.8125,3.25,2.8125,2.3125,2.1875,2.4375,3.5625,-0.3125,0.0,-43.095970153808594,-62.029537200927734,4,9,-10.773992538452148,-6.892170800103082,-52.17322540283203,-44.40351867675781,-13.043306350708008,-4.933724297417535,-37.57840347290039,-35.55964279174805,-9.394600868225098,-3.9510714213053384,-5.517566680908203,-26.469894409179688
46,493,eval,word_initial,3.138413667678833,0.2466432750225067,Henry Hoʻolulu Pitman,Perry the Platypus,146,False,,0.5625,0.625,2.0,1.9375,2.75,2.9375,2.4375,3.5625,3.5625,4.03125,-42.37696075439453,-40.495113372802734,6,5,-7.062826792399089,-8.099022674560548,-56.540489196777344,-19.479257583618164,-9.423414866129557,-3.8958515167236327,-46.232383728027344,-24.119359970092773,-7.705397288004558,-4.823871994018555,3.8554229736328125,-16.37575340270996
47,436,eval,word_initial,0.0002889754541683,0.999980092048645,Gregory Helms,Battle of Merville Gun Battery,147,False,,2.71875,1.875,2.625,2.625,2.9375,2.75,2.4375,3.5625,2.375,2.625,-16.597688674926758,-63.08760070800781,3,6,-5.532562891642253,-10.514600118001303,-28.15311050415039,-27.345561981201172,-9.38437016805013,-4.557593663533528,-20.328012466430664,-40.64299011230469,-6.776004155476888,-6.773831685384114,3.7303237915039062,-22.444610595703125
48,32,eval,word_initial,0.8085936307907104,0.6619076132774353,Elephanta Caves,Road to the North Pole,148,True,,5.0625,4.5625,4.25,3.375,3.0625,2.875,2.4375,3.5625,3.5625,3.75,-20.025733947753906,-42.33588409423828,5,5,-4.005146789550781,-8.467176818847657,-39.703311920166016,-41.452911376953125,-7.940662384033203,-8.290582275390625,-23.715322494506836,-35.08763122558594,-4.743064498901367,-7.017526245117187,3.6895885467529297,-7.248252868652344
49,606,eval,word_initial,0.1704185456037521,0.9754687547683716,Irresistible (The X-Files),M-108 (Michigan highway),149,False,,3.625,3.0,3.6875,3.125,2.375,2.125,2.4375,3.5625,1.0625,1.3125,-41.02192687988281,-58.338565826416016,10,9,-4.102192687988281,-6.48206286960178,-60.47504425048828,-42.576778411865234,-6.047504425048828,-4.730753156873915,-46.31845474243164,-50.48914337158203,-4.631845474243164,-5.6099048190646705,5.296527862548828,-7.849422454833984
50,611,eval,word_initial,0.0006557432352565,0.9999505281448364,The General in His Labyrinth,T30 Howitzer Motor Carriage,150,False,,2.5,1.4375,2.5625,2.6875,2.9375,2.0625,2.4375,3.5625,1.4375,0.875,-42.148841857910156,-74.31687927246094,6,8,-7.024806976318359,-9.289609909057617,-66.25585174560547,-57.59276580810547,-11.042641957600912,-7.199095726013184,-43.43631362915039,-59.839412689208984,-7.239385604858398,-7.479926586151123,1.2874717712402344,-14.477466583251953
51,571,eval,word_piece,1.59312641620636,0.3687428832054138,Subtropical Storm Alpha (1972),Richard Cresswell,151,False,,1.9375,2.25,2.8125,2.8125,1.9375,3.0,2.4375,3.5625,2.5625,3.625,-38.37755584716797,-31.683256149291992,11,4,-3.4888687133789062,-7.920814037322998,-77.20521545410156,-21.831743240356445,-7.018655950372869,-5.457935810089111,-41.197017669677734,-29.873781204223633,-3.7451834245161577,-7.468445301055908,2.8194618225097656,-1.8094749450683594
52,154,eval,word_initial,1.4152908325195312,0.7088471055030823,766th Independent Infantry Regiment (North Korea),Ulysses (poem),152,False,,1.1875,1.375,3.5625,3.0,1.625,3.0625,2.4375,3.5625,1.5,2.5,-47.0829963684082,-54.51759719848633,12,8,-3.9235830307006836,-6.814699649810791,-91.43378448486328,-26.283418655395508,-7.619482040405273,-3.2854273319244385,-51.09986114501953,-26.111032485961914,-4.258321762084961,-3.2638790607452393,4.016864776611328,-28.406564712524414
53,575,eval,word_initial,1.254785418510437,0.5004655718803406,M-47 (Michigan highway),Wilhelm Busch,153,False,,3.75,3.6875,4.25,3.75,2.25,3.125,2.4375,3.5625,1.0625,1.53125,-35.41202163696289,-26.954452514648438,8,3,-4.426502704620361,-8.984817504882812,-70.07848358154297,-20.946605682373047,-8.759810447692871,-6.982201894124349,-49.52045822143555,-22.199810028076172,-6.190057277679443,-7.399936676025391,14.108436584472656,-4.754642486572266
54,316,eval,word_initial,1.554167866706848,0.7458299398422241,Stanley Green,Xenon,154,False,,1.625,1.625,1.4375,1.9375,2.875,3.0625,2.4375,3.5625,2.1875,2.3125,-26.663311004638672,-24.710655212402344,2,2,-13.331655502319336,-12.355327606201172,-25.343135833740234,-19.67848014831543,-12.671567916870117,-9.839240074157715,-20.678253173828125,-21.103836059570312,-10.339126586914062,-10.551918029785156,-5.985057830810547,-3.6068191528320312
55,395,eval,punctuation,0.0022126410622149,0.9998475313186646,2007 Hawaii Bowl,1986 Peach Bowl,155,False,,3.625,3.40625,3.5625,4.0,2.5625,2.4375,2.4375,3.5625,4.21875,4.0,-39.79690170288086,-42.049339294433594,7,7,-5.685271671840122,-6.007048470633371,-31.752643585205078,-28.205001831054688,-4.5360919407435825,-4.029285975864956,-39.4490852355957,-38.3264274597168,-5.635583605085101,-5.475203922816685,-0.34781646728515625,-3.722911834716797
56,214,eval,punctuation,0.0050640804693102,0.9996567964553832,Andrew Johnston (singer),President Evil,156,False,,2.8125,1.6875,2.0,2.5,3.125,2.5625,2.4375,3.5625,2.8125,2.375,-44.81242752075195,-27.647747039794922,6,2,-7.468737920125325,-13.823873519897461,-48.97532272338867,-28.247676849365234,-8.162553787231445,-14.123838424682617,-40.009769439697266,-24.67555809020996,-6.668294906616211,-12.33777904510498,-4.8026580810546875,-2.972188949584961
57,309,eval,word_initial,2.347626209259033,0.2692330479621887,Jane's Attack Squadron,Yo-Yo (Nicola Roberts song),157,False,,1.375,1.3125,3.6875,1.75,2.75,2.5,2.4375,3.5625,1.6875,0.875,-48.831565856933594,-80.91468811035156,4,9,-12.207891464233398,-8.990520901150173,-54.799896240234375,-60.437984466552734,-13.699974060058594,-6.715331607394749,-42.79127883911133,-65.5141830444336,-10.697819709777832,-7.279353671603733,-6.040287017822266,-15.400505065917969
58,107,eval,word_initial,1.1735230684280396,0.5733717083930969,Rachel Green,SMS Zrínyi,158,False,,1.59375,1.875,2.34375,2.03125,2.6875,2.875,2.4375,3.5625,1.25,2.0625,-27.46620750427246,-48.971988677978516,2,5,-13.73310375213623,-9.794397735595703,-36.6528434753418,-43.30048751831055,-18.3264217376709,-8.66009750366211,-25.866943359375,-42.9826774597168,-12.9334716796875,-8.59653549194336,-1.599264144897461,-5.989311218261719
59,437,eval,word_initial,1.6282777786254885,0.6712231040000916,New York State Route 38,Sweet Love (Chris Brown song),159,False,,2.625,2.125,3.0,2.875,2.375,2.8125,2.4375,3.5625,1.8125,1.3125,-23.331878662109375,-72.75297546386719,7,7,-3.333125523158482,-10.393282209123884,-48.20263671875,-50.79695510864258,-6.886090959821429,-7.256707872663226,-31.97319984436035,-47.10133743286133,-4.567599977765765,-6.728762490408761,8.641321182250977,-25.65163803100586
60,133,eval,word_initial,0.3820071816444397,0.8946942687034607,Old Baltimore Pike,Development of Fez,160,False,,2.5,2.1875,1.875,2.9375,2.75,2.875,2.4375,3.5625,1.25,0.9375,-30.739538192749023,-45.03273391723633,3,4,-10.246512730916342,-11.258183479309082,-55.17627716064453,-47.623443603515625,-18.39209238688151,-11.905860900878906,-42.34563064575195,-39.903018951416016,-14.11521021525065,-9.975754737854004,11.60609245300293,-5.1297149658203125
61,330,eval,word_piece,1.4649159908294678,0.6189698576927185,"Baltimore mayoral election, 1999",Species of Allosaurus,161,False,,2.15625,1.4375,3.75,2.5625,2.0,2.9375,2.4375,3.5625,1.3125,1.75,-37.073368072509766,-53.964168548583984,10,5,-3.7073368072509765,-10.792833709716797,-86.31452941894531,-30.988218307495117,-8.631452941894532,-6.197643661499024,-51.00115966796875,-36.49691390991211,-5.100115966796875,-7.2993827819824215,13.927791595458984,-17.467254638671875
62,215,eval,word_initial,0.08770552277565,0.989667534828186,Illinois (Sufjan Stevens album),My Boo (Usher and Alicia Keys song),162,False,,1.5625,0.9375,1.125,1.8125,2.75,2.0,2.4375,3.5625,3.875,3.5,-55.05910873413086,-72.30205535888672,8,10,-6.882388591766357,-7.230205535888672,-55.13589096069336,-52.610198974609375,-6.89198637008667,-5.261019897460938,-55.10406494140625,-63.351600646972656,-6.888008117675781,-6.3351600646972654,0.044956207275390625,-8.950454711914062
63,311,eval,word_initial,4.461923122406006,0.0947116240859031,NoitulovE,Jin – Song Wars,163,False,,2.9375,2.34375,4.0,2.875,2.9375,2.8125,2.4375,3.5625,2.46875,2.6875,-48.24736785888672,-60.20952606201172,5,4,-9.649473571777344,-15.05238151550293,-52.98373031616211,-42.571128845214844,-10.596746063232422,-10.642782211303711,-42.81657028198242,-45.44080352783203,-8.563314056396484,-11.360200881958008,-5.430797576904297,-14.768722534179688
64,431,eval,word_initial,1.3895195722579956,0.4682337343692779,Simon de Montfort's Parliament,Mitsuyo Maeda,164,False,,2.0,2.125,2.4375,2.3125,2.625,3.125,2.4375,3.5625,3.3125,3.1875,-23.22847557067871,-56.508689880371094,6,4,-3.8714125951131186,-14.127172470092773,-43.211456298828125,-37.437347412109375,-7.2019093831380205,-9.359336853027344,-28.624103546142578,-31.549087524414062,-4.770683924357097,-7.887271881103516,5.395627975463867,-24.95960235595703
65,505,eval,word_initial,0.0781406164169311,0.990386724472046,Cater 2 U,Leanne Del Toso,165,False,,3.75,4.125,3.9375,3.8125,2.625,2.875,2.4375,3.5625,0.84375,1.03125,-38.82322692871094,-53.631385803222656,4,5,-9.705806732177734,-10.726277160644532,-43.231468200683594,-43.699790954589844,-10.807867050170898,-8.739958190917969,-43.63164520263672,-45.81508255004883,-10.90791130065918,-9.163016510009765,4.808418273925781,-7.816303253173828
66,487,eval,word_initial,3.708322048187256,0.2059734165668487,Kitsune,Directed acyclic graph,166,False,,0.65625,0.59375,0.875,0.4375,2.9375,3.0,2.4375,3.5625,4.0,5.8125,-17.402585983276367,-34.40613555908203,2,4,-8.701292991638184,-8.601533889770508,-25.80035400390625,-10.169137954711914,-12.900177001953125,-2.5422844886779785,-19.995941162109375,-23.27203369140625,-9.997970581054688,-5.8180084228515625,2.593355178833008,-11.134101867675781
67,24,eval,word_piece,0.2918754518032074,0.914836287498474,Geopyxis carbonaria,Adams River (British Columbia),167,False,,3.15625,3.0,4.0625,3.5,2.5625,2.9375,2.4375,3.5625,1.3125,1.53125,-39.7883415222168,-42.829315185546875,5,6,-7.957668304443359,-7.1382191975911455,-47.74303436279297,-29.060577392578125,-9.548606872558594,-4.8434295654296875,-48.53104782104492,-33.15461730957031,-9.706209564208985,-5.525769551595052,8.742706298828125,-9.674697875976562
